sku,quantity_on_hand,quantity_committed,slot_id
4800016083341,21000.00,0,2AOB31
4800016083341,5000.00,0,2AOC31
4805358603059,107.00,0,MNBC
4805358603080,37.00,0,MNBD
4805358603080,21.00,0,MNBC
750515017818,132.00,0,2AOB22
750515017818,240.00,0,2AOC22
750515017825,196.00,20.00,2AOB22
750515017825,240.00,0,2AOC22
750515017825,200.00,0,2AOC21
750515017825,78240.00,0,2AOC31
750515017627,192.00,20.00,2AOB22
750515017627,200.00,0,2AOC22
750515017627,220.00,0,2AOC21
750515017627,65280.00,0,2AOC31
4800016084164,157.00,0,2AOB22
4800016084164,2500.00,0,2AOC21
4800016084164,1100.00,0,2AOC12
4800016084164,27080.00,0,2AOB31
4800016084164,100.00,0,2AOB41
4800016082641,669.00,0,2AOB22
4800016082641,2008.00,0,2AOC21
4800016082641,3600.00,0,2AOB31
4800016082917,1011.00,0,2AOB22
4800016082917,2040.00,0,2AOC21
4800016082917,19200.00,0,2AOB31
4800016652035,90.00,0,2AOB22
4800016653094,43.00,0,2AOB22
4800016603020,94.00,0,2AOB22
4800016603037,41.00,0,2AOB22
4800016652455,92.00,0,2AOB22
4800016627262,226.00,0,2AOB22
4800016627262,8.00,0,2AOC21
4800016627262,1200.00,0,2AOC12
4800016627262,3000.00,0,2AOC31
4800016627262,100.00,0,2AOB41
4800016627279,203.00,0,2AOB22
4800016627279,800.00,0,2AOC12
4800016627279,6200.00,0,2AOB41
4800016627279,6600.00,0,2AOB31
4800016627286,129.00,0,2AOB22
4800016627286,400.00,0,2AOC12
4800016627286,2900.00,0,2AOB41
4800016627286,5800.00,0,2AOB31
4807770120244,395.00,0,2AOB32
4807770120206,196.00,0,2AOB32
4807770121555,132.00,37.00,2AOB22
4807770121555,170.00,0,2AOC22
4807770121555,100.00,0,2AOB32
4807770121555,200.00,0,2AOC21
4807770121555,59600.00,0,2AOC31
,108.00,0,PCK00002
,0,0,PCK00002
,50.00,0,PCK00002
,0,0,PCK00002
2800092900084,1.00,0,PCK00002
2800092900084,0,0,PCK00002
2800161900083,1.00,0,PCK00002
2800161900083,0,0,PCK00002
2800195209992,1.00,0,PCK00002
2800195209992,0,0,PCK00002
2800196209991,2.00,0,PCK00002
2800196209991,0,0,PCK00002
2800212209998,1.00,0,PCK00002
2800212209998,0,0,PCK00002
2800214209996,1.00,0,PCK00002
2800214209996,0,0,PCK00002
2800215209995,1.00,1.00,PCK00002
4800575110373,3716.00,1066.00,PCK00002
4800575140370,3706.00,963.00,PCK00002
4800575120303,2976.00,964.00,PCK00002
4800575883000,480.00,48.00,PCK00002
4800575883505,432.00,0,PCK00002
4800818807503,2.00,4.00,PCK00002
4800818807503,8.00,8.00,CR000005
7622300601768,744.00,0,PCK00002
7622300559991,744.00,0,PCK00002
7622300704148,11.00,0,PCK00002
8992760221028,166.00,0,PCK00002
4893049130007,168.00,0,PCK00002
6901668062093,167.00,0,PCK00002
8992760221066,498.00,0,PCK00002
4800054111228,8.00,0,PCK00002
4800054111280,10.00,0,PCK00002
4800130100023,12.00,0,PCK00002
49770568,58.00,0,CR000005
49770568,15.00,0,CR000002
49770568,22.00,0,CR000001
49770568,50.00,0,CR000003
4902777017761,2.00,0,CR000004
4902777017761,9.00,0,CR000007
8888077103259,50.00,0,CR000001
8888077103259,15.00,0,CR000003
4803925033100,0,0,PCK00002
4803925280016,1.00,0,PCK00002
8850389100684,392.00,0,PCK00002
8850389101391,387.00,0,PCK00002
8850389100691,393.00,0,PCK00002
8850389106273,396.00,0,PCK00002
4800014148080,1.00,0,PCK00002
4800014141081,25.00,24.00,PCK00002
4800014144082,408.00,0,PCK00002
4800014147083,595.00,50.00,PCK00002
4800220503253,5.00,0,PCK00002
4800014700004,10.00,0,CR000007
4800014145089,1.00,0,PCK00002
4800611546760,115.00,6.00,PCK00002
4800611000279,114.00,0,PCK00002
4801981112005,816.00,16.00,PCK00002
4801981112968,829.00,24.00,PCK00002
4801981112647,832.00,16.00,PCK00002
4801981120963,2397.00,24.00,PCK00002
4800602024833,0,0,PCK00002
4800602016937,240.00,0,PCK00002
4800602012939,-8.00,0,PCK00002
4800602012939,240.00,13.00,CR000004
4800099101048,-9.00,0,PCK00002
4800099101048,80.00,13.00,CR000003
4800099101178,-3.00,0,PCK00002
4800099101178,53.00,13.00,CR000002
8851096020012,400.00,0,PCK00002
50604159,93500.00,100.00,PCK00002
50017898,6048.00,0,PCK00002
4800216110045,1.00,0,PCK00002
4807770270017,1.00,0,PCK00002
4807770120725,5.00,0,PCK00002
4800016652134,1.00,0,PCK00002
4800010075243,2.00,2.00,1AOA11
4800010075069,5.00,5.00,1AOA12
4800016076282,4.00,4.00,1AOA22
4800016076299,4.00,4.00,1AOA32
4800016076299,3.00,3.00,1AOB11
4800016076299,1.00,1.00,1AOA22
4800016077081,6.00,5.00,1AOA22
4800016077005,2500.00,0,1AOA11
4800016078590,11.00,11.00,1AOA31
4800010076073,3.00,1.00,1AOA32
4800010076073,3.00,3.00,1AOA11
4800016076756,1.00,1.00,1AOB11
4800016076756,2.00,2.00,1AOA21
4800016078569,12.00,12.00,1AOA12
4800016113048,2.00,2.00,1AOB12
4800016113048,1.00,1.00,1AOA32
4800016138584,3.00,0,PCK00002
4801958145005,24594.00,0,PCK00002
4801958390108,8181.00,0,PCK00002
4800042112510,7.00,0,PCK00002
4800042112138,3.00,0,PCK00002
4800449555514,2.00,0,PCK00002
4800523223827,1.00,0,PCK00002
4801688111011,0,1.00,PCK00002
4801688111011,1.00,2.00,CR000001
4801688103511,61.00,0,CR000001
4801688103511,37.00,0,PCK00002
4801688880108,90.00,0,CR000001
4801688880108,36.00,0,PCK00002
4800194106016,1.00,0,PCK00002
4800194151702,1.00,0,PCK00002
37600130783,20.00,4.00,PCK00002
4800047840029,180.00,5.00,CR000006
4800047840029,0,5.00,PCK00002
4800047820212,94.00,3.00,CR000006
4800047820212,2.00,5.00,PCK00002
4807788519221,4.00,0,PCK00002
9556001054005,1.00,0,PCK00002
4800361383301,1.00,0,PCK00002
9556001027252,1.00,0,PCK00002
4800361385671,16.00,0,PCK00002
28400014618,1.00,0,PCK00002
4800016083877,11.00,8.00,1AOA21
4800016083921,18.00,15.00,1AOB11
4800016083907,3.00,3.00,1AOA11
4800016082634,8.00,8.00,1AOA11
4800611411471,140.00,26.00,PCK00002
4800611131515,144.00,29.00,PCK00002
4806505400422,282.00,0,PCK00002
7702018017515,1.00,0,PCK00002
4801032169040,6.00,0,PCK00002
4800016072413,1.00,0,PCK00002
8855044004000,24.00,0,PCK00002
39000085892,18.00,0,PCK00002
8801104900034,64.00,0,PCK00002
4800575110373,-1.00,0,LOST
4800575140370,-1.00,0,LOST
4800575120303,-1.00,0,LOST
4800611546760,2.00,0,LOST
750515030039,1.00,0,LOST
4807770101694,3.00,0,LOST
4807770100703,3.00,0,LOST
4807770120107,1.00,0,LOST
4807770100468,3.00,0,LOST
4807770100406,2.00,0,LOST
4807770121487,1.00,0,LOST
4807770121548,1.00,0,LOST
4800016622571,1.00,0,LOST
4800016077005,2.00,0,LOST
4800016628269,-1.00,0,LOST
4800016628351,4.00,0,LOST
4801688103511,1.00,0,LOST
4801688880108,1.00,0,LOST
4805358603059,2.00,0,LOST
750515017818,4.00,0,LOST
750515017825,2.00,0,LOST
4800016082917,1.00,0,LOST
4800016627262,6.00,0,LOST
4800016627279,5.00,0,LOST
4800016627286,2.00,0,LOST
4807770121555,3.00,0,LOST
2800215209995,-1.00,-1.00,PCK00001
2800382900305,0,0,PCK00001
4800575110373,-440.00,-480.00,PCK00001
4800575140370,-435.00,-480.00,PCK00001
4800575120303,-480.00,-480.00,PCK00001
4800575883000,0,0,PCK00001
4800575883505,0,0,PCK00001
4800575890572,1.00,0,PCK00001
4800575410251,0,0,PCK00001
4800575493230,0,0,PCK00001
4800575420182,0,1.00,PCK00001
4800575421189,0,0,PCK00001
4800086040893,0,0,PCK00001
4800086040923,0,0,PCK00001
4800086040909,0,0,PCK00001
4800086040916,1.00,5.00,PCK00001
9300830006595,-1.00,7.00,PCK00001
9300830006588,2.00,5.00,PCK00001
8999999005689,7.00,9.00,PCK00001
8999999005610,3.00,4.00,PCK00001
8999999005672,3.00,9.00,PCK00001
8999999005597,0,1.00,PCK00001
8999999025984,-3.00,8.00,PCK00001
8999999025991,4.00,8.00,PCK00001
4800086038760,1.00,4.00,PCK00001
4800086038746,0,6.00,PCK00001
4800086038944,2.00,3.00,PCK00001
4800086038753,1.00,1.00,PCK00001
4800086039446,0,3.00,PCK00001
4800086134325,0,3.00,PCK00001
4800086038616,0,2.00,PCK00001
4800086034670,2.00,7.00,PCK00001
8888077102061,-4.00,7.00,PCK00001
8888077101101,0,14.00,PCK00001
49771992,0,6.00,PCK00001
8888077108308,0,5.00,PCK00001
8888077101224,0,0,PCK00001
4902777009643,0,3.00,PCK00001
4902777237930,0,11.00,PCK00001
49770568,0,16.00,PCK00001
4902777017761,0,5.00,PCK00001
8888077108322,0,13.00,PCK00001
8888077103259,-2.00,0,PCK00001
8888077101125,-4.00,7.00,PCK00001
8888077101200,0,18.00,PCK00001
4902777235547,-3.00,9.00,PCK00001
4902777009728,0,0,PCK00001
8994504124312,0,5.00,PCK00001
8888077101378,3.00,17.00,PCK00001
8888077108421,-5.00,12.00,PCK00001
4800216110144,0,0,PCK00001
4800216130043,1.00,0,PCK00001
4800216121058,1.00,0,PCK00001
4800216122437,2.00,0,PCK00001
4800216124929,1.00,0,PCK00001
4800216124943,1.00,0,PCK00001
4800216124967,4.00,0,PCK00001
4800216125179,0,0,PCK00001
4800216125193,2.00,0,PCK00001
4800216121720,1.00,0,PCK00001
750515017429,-4.00,4.00,PCK00001
750515017405,1.00,6.00,PCK00001
750515021204,-2.00,5.00,PCK00001
750515021228,-11.00,0,PCK00001
750515030152,-10.00,0,PCK00001
750515030176,-9.00,6.00,PCK00001
750515030190,-6.00,3.00,PCK00001
750515030008,-10.00,4.00,PCK00001
750515018402,-5.00,12.00,PCK00001
750515018303,-7.00,22.00,PCK00001
750515031029,1.00,1.00,PCK00001
750515031043,1.00,1.00,PCK00001
750515030039,0,17.00,PCK00001
4807770120213,0,0,PCK00001
4807770120251,8.00,0,PCK00001
4807770120435,6.00,6.00,PCK00001
4807770120787,7.00,3.00,PCK00001
4807770101748,0,0,PCK00001
4807770121593,8.00,8.00,PCK00001
4807770101694,39.00,47.00,PCK00001
4807770101861,9.00,9.00,PCK00001
4807770101717,0,0,PCK00001
4807770100703,8.00,8.00,PCK00001
4807770120107,11.00,11.00,PCK00001
4807770100468,28.00,34.00,PCK00001
4807770100406,26.00,34.00,PCK00001
4807770121487,35.00,35.00,PCK00001
4807770121548,32.00,54.00,PCK00001
4800016643095,1.00,1.00,PCK00001
4800016601590,10.00,10.00,PCK00001
4800016652462,0,0,PCK00001
4800016612046,5.00,5.00,PCK00001
4800016663505,0,0,PCK00001
4800016110672,10.00,10.00,PCK00001
4800016622571,18.00,17.00,PCK00001
4800016622588,26.00,25.00,PCK00001
4800016077005,30.00,30.00,PCK00001
4800016628269,22.00,22.00,PCK00001
4800016628351,28.00,28.00,PCK00001
4800016083341,22.00,22.00,PCK00001
4800016052156,100.00,0,PCK00001
4800042112138,2.00,0,PCK00001
4805358603059,0,0,PCK00001
4805358603080,0,0,PCK00001
750515017818,35.00,35.00,PCK00001
750515017825,31.00,51.00,PCK00001
750515017627,32.00,49.00,PCK00001
4800016084164,39.00,32.00,PCK00001
4800016082641,29.00,29.00,PCK00001
4800016082917,20.00,35.00,PCK00001
4800016652035,0,0,PCK00001
4800016653094,0,0,PCK00001
4800016603020,0,0,PCK00001
4800016603037,0,0,PCK00001
4800016652455,0,0,PCK00001
4800016627262,58.00,83.00,PCK00001
4800016627279,20.00,25.00,PCK00001
4800016627286,32.00,44.00,PCK00001
4807770120244,0,0,PCK00001
4807770120206,0,0,PCK00001
4807770121555,27.00,66.00,PCK00001
4902777017761,100.00,0,RTV00001
,300.00,0,RZ000001
,5.00,5.00,RZ000001
,300.00,0,RZ000001
,400.00,0,RZ000001
,400.00,0,RZ000001
,100.00,0,RZ000001
,4.00,0,RZ000001
,100.00,0,RZ000001
,100.00,0,RZ000001
,120.00,0,RZ000001
,120.00,0,RZ000001
,120.00,0,RZ000001
,100.00,0,RZ000001
,12.00,0,RZ000001
,2.00,0,RZ000001
,400.00,0,RZ000001
,100.00,0,RZ000001
2800092900084,99.00,0,RZ000001
2800152900085,100.00,0,RZ000001
2800161900083,99.00,0,RZ000001
,600.00,0,RZ000001
4800575120303,1846.00,0,RZ000001
4800575883505,240.00,0,RZ000001
8888077102061,70.00,0,RZ000001
8888077101101,100.00,0,RZ000001
49771992,120.00,0,RZ000001
8888077108308,150.00,0,RZ000001
8888077101224,290.00,0,RZ000001
4902777009643,160.00,0,RZ000001
49770568,25.00,0,RZ000001
4902777017761,29.00,0,RZ000001
8888077108322,100.00,0,RZ000001
8888077103259,101.00,0,RZ000001
8888077101200,150.00,0,RZ000001
4803925033100,475.00,0,RZ000001
4803925033384,480.00,0,RZ000001
4800040211222,10.00,0,RZ000001
4800040211239,10.00,0,RZ000001
4800040211123,10.00,0,RZ000001
4800040211116,10.00,0,RZ000001
4800040211130,10.00,0,RZ000001
4800040211147,10.00,0,RZ000001
4800014148080,10.00,0,RZ000001
4800014141081,10.00,0,RZ000001
4800014144082,20.00,0,RZ000001
4800014147083,20.00,0,RZ000001
4800220503154,5.00,0,RZ000001
4800014142088,10.00,0,RZ000001
4800014143085,10.00,0,RZ000001
4800014145089,10.00,0,RZ000001
4800014146086,5.00,0,RZ000001
4800602060503,24.00,0,RZ000001
4800602060237,384.00,0,RZ000001
4800602060251,60.00,0,RZ000001
4800602055615,60.00,0,RZ000001
4801981112005,24.00,0,RZ000001
4800602024833,24.00,0,RZ000001
4801032111025,240.00,0,RZ000001
4801032111131,72.00,0,RZ000001
4801032115047,240.00,0,RZ000001
4801032211046,240.00,0,RZ000001
8851096020012,8000.00,0,RZ000001
750515017429,1100.00,0,RZ000001
750515017405,100.00,0,RZ000001
750515021204,20.00,0,RZ000001
750515021228,4940.00,0,RZ000001
750515030152,1400.00,0,RZ000001
750515030176,1400.00,0,RZ000001
750515030190,1400.00,0,RZ000001
750515030008,1400.00,0,RZ000001
750515018402,1700.00,0,RZ000001
750515018303,150.00,0,RZ000001
750515030039,96600.00,0,RZ000001
4807770101694,19200.00,0,RZ000001
4807770100468,16100.00,0,RZ000001
4807770100406,3860.00,0,RZ000001
4807770121487,18650.00,0,RZ000001
4807770121548,7235.00,0,RZ000001
4800010075243,598.00,0,RZ000001
4800010075069,595.00,0,RZ000001
4800016076282,356.00,0,RZ000001
4800016076299,352.00,0,RZ000001
4800016077081,594.00,0,RZ000001
4800016077005,2500.00,0,RZ000001
4800016078590,589.00,0,RZ000001
4800010076073,594.00,0,RZ000001
4800016076756,597.00,0,RZ000001
4800016078569,588.00,0,RZ000001
4800016113048,597.00,0,RZ000001
4800016628269,3200.00,0,RZ000001
4800016083341,3700.00,0,RZ000001
4800016082825,1200.00,0,RZ000001
4800042112138,2.00,0,RZ000001
4800042112169,10.00,0,RZ000001
8851019030272,300.00,0,RZ000001
8851019030425,200.00,0,RZ000001
8851019030432,100.00,0,RZ000001
748485200026,10000.00,0,RZ000001
12500004938,22.00,0,RZ000001
37600130783,60.00,0,RZ000001
37600336161,20.00,0,RZ000001
9556006060308,100.00,0,RZ000001
9556006012086,90.00,0,RZ000001
4801010127222,30.00,0,RZ000001
4801010120124,30.00,0,RZ000001
4808887030013,2304.00,0,RZ000001
4808887291162,2304.00,0,RZ000001
4805358603080,1.00,0,RZ000001
4800249909395,100.00,0,RZ000001
4800249908848,90.00,0,RZ000001
4800249011319,20.00,0,RZ000001
750515017818,77240.00,0,RZ000001
750515017825,70320.00,0,RZ000001
750515017627,81080.00,0,RZ000001
2792822,100.00,0,RZ000001
2788625,100.00,0,RZ000001
4800016083877,709.00,0,RZ000001
4800016083921,702.00,0,RZ000001
4800016083907,717.00,0,RZ000001
4800016084164,660.00,0,RZ000001
4800016082641,11600.00,0,RZ000001
4800016082917,1600.00,0,RZ000001
4800016082634,1192.00,0,RZ000001
8851019030135,250.00,0,RZ000001
4801032169040,24.00,0,RZ000001
4801032150444,24.00,0,RZ000001
4801032124049,24.00,0,RZ000001
4801032886046,12.00,0,RZ000001
4801032161020,12.00,0,RZ000001
4801032161037,12.00,0,RZ000001
4801032191041,12.00,0,RZ000001
4807770121555,75800.00,0,RZ000001
8855044004000,-24.00,0,RZ000001
8855044003973,24.00,0,RZ000001
4809013878721,288.00,0,RZ000001
4809013878745,2880.00,0,RZ000001
4809013878738,288.00,0,RZ000001
7622300601782,7280.00,0,RZ000001
,400.00,0,RZ000001
,100.00,0,RZ000001
,300.00,0,RZ000001
,2.00,0,SZ000001
2800015900047,-5.00,0,SZ000001
4800575110373,1766.00,0,SZ000001
4800575140370,1440.00,0,SZ000001
4800575120303,-480.00,0,SZ000001
4800575883000,0,0,SZ000001
4800575420182,0,0,SZ000001
4800818807503,0,0,SZ000001
8992760221028,2.00,0,SZ000001
6901668062093,1.00,0,SZ000001
8992760221066,6.00,0,SZ000001
4800086040916,0,0,SZ000001
9300830006595,5.00,0,SZ000001
9300830006588,0,0,SZ000001
8999999005689,0,0,SZ000001
8999999005610,0,0,SZ000001
8999999005672,6.00,0,SZ000001
8999999005597,0,0,SZ000001
8999999025984,1.00,0,SZ000001
8999999025991,0,0,SZ000001
4800086038760,0,0,SZ000001
4800086038746,1.00,0,SZ000001
4800086038944,0,0,SZ000001
4800086038753,0,0,SZ000001
4800086039446,0,0,SZ000001
4800086134325,0,0,SZ000001
4800086038616,0,0,SZ000001
4800086034670,0,0,SZ000001
8888077102061,0,0,SZ000001
8888077101101,0,0,SZ000001
49771992,0,0,SZ000001
8888077108308,0,0,SZ000001
4902777009643,0,0,SZ000001
4902777237930,0,0,SZ000001
49770568,0,0,SZ000001
4902777017761,0,0,SZ000001
8888077108322,0,0,SZ000001
8888077103259,2.00,0,SZ000001
8888077101125,0,0,SZ000001
8888077101200,0,0,SZ000001
4902777235547,0,0,SZ000001
8994504124312,0,0,SZ000001
8888077101378,0,0,SZ000001
8888077108421,0,0,SZ000001
4803925033100,5.00,0,SZ000001
4800014148080,35.00,0,SZ000001
4800014141081,0,0,SZ000001
4800014144082,2.00,0,SZ000001
4800014147083,5.00,0,SZ000001
4800014145089,16.00,0,SZ000001
4800611546760,0,0,SZ000001
4801981112005,-16.00,0,SZ000001
4801981112968,-24.00,0,SZ000001
4801981112647,-24.00,0,SZ000001
4801981120963,0,0,SZ000001
4800602012939,3.00,0,SZ000001
4800099101048,4.00,0,SZ000001
50604159,552.00,0,SZ000001
50017898,264.00,0,SZ000001
750515017429,5.00,0,SZ000001
750515017405,2.00,0,SZ000001
750515021204,3.00,0,SZ000001
750515021228,6.00,0,SZ000001
750515030152,10.00,0,SZ000001
750515030176,8.00,0,SZ000001
750515030190,6.00,0,SZ000001
750515030008,10.00,0,SZ000001
750515018402,5.00,0,SZ000001
750515018303,0,0,SZ000001
750515031029,6.00,0,SZ000001
750515031043,4.00,0,SZ000001
750515030039,-7.00,0,SZ000001
4807770120435,8.00,0,SZ000001
4807770120787,3.00,0,SZ000001
4807770101748,7.00,0,SZ000001
4807770121593,8.00,0,SZ000001
4807770101694,-16.00,0,SZ000001
4807770101861,5.00,0,SZ000001
4807770100703,6.00,0,SZ000001
4807770120107,5.00,0,SZ000001
4807770100468,6.00,0,SZ000001
4807770100406,9.00,0,SZ000001
4807770121487,1.00,0,SZ000001
4807770121548,-9.00,0,SZ000001
4800016643095,0,0,SZ000001
4800016601590,0,0,SZ000001
4800016612046,0,0,SZ000001
4800016663505,23.00,0,SZ000001
4800016110672,28.00,0,SZ000001
4800016622571,26.00,0,SZ000001
4800016622588,20.00,0,SZ000001
4800010075243,0,0,SZ000001
4800010075069,0,0,SZ000001
4800016076282,0,0,SZ000001
4800016076299,0,0,SZ000001
4800016077081,0,0,SZ000001
4800016077005,23.00,0,SZ000001
4800016078590,0,0,SZ000001
4800010076073,0,0,SZ000001
4800016076756,0,0,SZ000001
4800016078569,0,0,SZ000001
4800016113048,0,0,SZ000001
4800016628269,43.00,0,SZ000001
4800016628351,46.00,0,SZ000001
4800016083341,22.00,0,SZ000001
4801688103511,3.00,0,SZ000001
37600130783,0,0,SZ000001
4800047840029,0,0,SZ000001
4800047820212,0,0,SZ000001
750515017818,7.00,0,SZ000001
750515017825,-7.00,0,SZ000001
750515017627,-8.00,0,SZ000001
4800016083877,0,0,SZ000001
4800016083921,0,0,SZ000001
4800016083907,0,0,SZ000001
4800016084164,29.00,0,SZ000001
4800016082641,30.00,0,SZ000001
4800016082917,45.00,0,SZ000001
4800016082634,0,0,SZ000001
4800016652035,10.00,0,SZ000001
4800016653094,7.00,0,SZ000001
4800016603020,6.00,0,SZ000001
4800016603037,9.00,0,SZ000001
4800016652455,8.00,0,SZ000001
4800016627262,50.00,0,SZ000001
4800016627279,38.00,0,SZ000001
4800016627286,12.00,0,SZ000001
4800611411471,0,0,SZ000001
4800611131515,0,0,SZ000001
4801032169040,6.00,0,SZ000001
4807770121555,-18.00,0,SZ000001
