sku,quantity_on_hand,quantity_committed,slot_id
750515021204,0,12.00,PCK00001
750515021228,0,11.00,PCK00001
750515030152,0,10.00,PCK00001
750515030176,0,19.00,PCK00001
750515030190,0,9.00,PCK00001
750515030008,0,14.00,PCK00001
750515018402,0,19.00,PCK00001
750515018303,0,29.00,PCK00001
4800042112138,2.00,0,PCK00001
4902777017761,100.00,0,RTV00001
,300.00,0,RZ000001
,5.00,5.00,RZ000001
,300.00,0,RZ000001
,400.00,0,RZ000001
,400.00,0,RZ000001
55555,100.00,0,RZ000001
10101010,4.00,0,RZ000001
77777,100.00,0,RZ000001
88888,100.00,0,RZ000001
1234567891010,120.00,0,RZ000001
123654987,120.00,0,RZ000001
12347854122,120.00,0,RZ000001
366554122333666666,100.00,0,RZ000001
999999999999,12.00,0,RZ000001
888888888888,2.00,0,RZ000001
654123287911235811,400.00,0,RZ000001
369874562221111111,100.00,0,RZ000001
2800092900084,99.00,0,RZ000001
2800152900085,100.00,0,RZ000001
2800161900083,99.00,0,RZ000001
89213478921358315,600.00,0,RZ000001
4800575120303,1798.00,0,RZ000001
4800575883505,240.00,0,RZ000001
8888077102061,70.00,0,RZ000001
8888077101101,100.00,0,RZ000001
49771992,120.00,0,RZ000001
8888077108308,150.00,0,RZ000001
8888077101224,290.00,0,RZ000001
4902777009643,160.00,0,RZ000001
49770568,25.00,0,RZ000001
4902777017761,29.00,0,RZ000001
8888077108322,100.00,0,RZ000001
8888077103259,70.00,0,RZ000001
8888077101200,150.00,0,RZ000001
4803925033100,475.00,0,RZ000001
4803925033384,480.00,0,RZ000001
4800040211222,10.00,0,RZ000001
4800040211239,10.00,0,RZ000001
4800040211123,10.00,0,RZ000001
4800040211116,10.00,0,RZ000001
4800040211130,10.00,0,RZ000001
4800040211147,10.00,0,RZ000001
4800014148080,10.00,0,RZ000001
4800014141081,10.00,0,RZ000001
4800014144082,20.00,0,RZ000001
4800014147083,20.00,0,RZ000001
4800220503154,5.00,0,RZ000001
4800014142088,10.00,0,RZ000001
4800014143085,10.00,0,RZ000001
4800014145089,10.00,0,RZ000001
4800014146086,10.00,0,RZ000001
4800602060503,24.00,0,RZ000001
4800602060237,384.00,0,RZ000001
4800602060251,60.00,0,RZ000001
4800602055615,60.00,0,RZ000001
4801981112005,24.00,0,RZ000001
4800602024833,24.00,0,RZ000001
4801032111025,240.00,0,RZ000001
4801032111131,72.00,0,RZ000001
4801032115047,240.00,0,RZ000001
4801032211046,240.00,0,RZ000001
8851096020012,8000.00,0,RZ000001
750515017429,1100.00,0,RZ000001
750515017405,100.00,0,RZ000001
750515021204,20.00,0,RZ000001
750515021228,4940.00,0,RZ000001
750515030152,1400.00,0,RZ000001
750515030176,1400.00,0,RZ000001
750515030190,1400.00,0,RZ000001
750515030008,1400.00,0,RZ000001
750515018402,1700.00,0,RZ000001
750515018303,150.00,0,RZ000001
4800010075243,598.00,0,RZ000001
4800010075069,595.00,0,RZ000001
4800016076282,356.00,0,RZ000001
4800016076299,352.00,0,RZ000001
4800016077081,594.00,0,RZ000001
4800016078590,589.00,0,RZ000001
4800010076073,594.00,0,RZ000001
4800016076756,597.00,0,RZ000001
4800016078569,588.00,0,RZ000001
4800016113048,597.00,0,RZ000001
4800016082825,1200.00,0,RZ000001
4800042112138,2.00,0,RZ000001
4800042112169,10.00,0,RZ000001
8851019030272,300.00,0,RZ000001
8851019030425,200.00,0,RZ000001
8851019030432,100.00,0,RZ000001
748485200026,10000.00,0,RZ000001
12500004938,22.00,0,RZ000001
37600130783,60.00,0,RZ000001
37600336161,20.00,0,RZ000001
9556006060308,100.00,0,RZ000001
9556006012086,90.00,0,RZ000001
4801010127222,30.00,0,RZ000001
4801010120124,30.00,0,RZ000001
4808887030013,2304.00,0,RZ000001
4808887291162,2304.00,0,RZ000001
4800249909395,100.00,0,RZ000001
4800249908848,90.00,0,RZ000001
4800249011319,20.00,0,RZ000001
2792822,100.00,0,RZ000001
2788625,100.00,0,RZ000001
4800016083877,709.00,0,RZ000001
4800016083921,702.00,0,RZ000001
4800016083907,717.00,0,RZ000001
4800016082634,1192.00,0,RZ000001
8851019030135,250.00,0,RZ000001
4801032169040,24.00,0,RZ000001
4801032150444,24.00,0,RZ000001
4801032124049,24.00,0,RZ000001
4801032886046,12.00,0,RZ000001
4801032161020,12.00,0,RZ000001
4801032161037,12.00,0,RZ000001
4801032191041,12.00,0,RZ000001
8855044004000,-24.00,0,RZ000001
8855044003973,24.00,0,RZ000001
4809013878721,288.00,0,RZ000001
4809013878745,2880.00,0,RZ000001
4809013878738,288.00,0,RZ000001
7622300601782,7280.00,0,RZ000001
820268989898922,400.00,0,RZ000001
236564544455585555,100.00,0,RZ000001
,300.00,0,RZ000001
,2.00,0,SZ000001
2800015900047,-5.00,0,SZ000001
2800016900046,119.00,0,SZ000001
4800575110373,2726.00,0,SZ000001
4800575140370,1920.00,0,SZ000001
4800575120303,0,0,SZ000001
4800575883000,0,0,SZ000001
4800818807503,0,0,SZ000001
8992760221028,2.00,0,SZ000001
6901668062093,1.00,0,SZ000001
8992760221066,6.00,0,SZ000001
9300830006595,5.00,0,SZ000001
9300830006588,0,0,SZ000001
8999999005689,0,0,SZ000001
8999999005610,0,0,SZ000001
8999999005672,6.00,0,SZ000001
8999999005597,0,0,SZ000001
8999999025984,1.00,0,SZ000001
8999999025991,0,0,SZ000001
4800086038760,0,0,SZ000001
4800086038746,1.00,0,SZ000001
4800086038944,0,0,SZ000001
4800086038753,0,0,SZ000001
4800086039446,0,0,SZ000001
4800086134325,0,0,SZ000001
4800086038616,0,0,SZ000001
4800086034670,0,0,SZ000001
8888077102061,7.00,0,SZ000001
8888077101101,0,0,SZ000001
49771992,0,0,SZ000001
8888077108308,0,0,SZ000001
4902777009643,0,0,SZ000001
4902777237930,0,0,SZ000001
49770568,0,0,SZ000001
4902777017761,0,0,SZ000001
8888077108322,0,0,SZ000001
8888077103259,6.00,0,SZ000001
8888077101125,8.00,0,SZ000001
8888077101200,0,0,SZ000001
4902777235547,3.00,0,SZ000001
8994504124312,2.00,0,SZ000001
8888077101378,2.00,0,SZ000001
8888077108421,9.00,0,SZ000001
4803925033100,5.00,0,SZ000001
4800014148080,35.00,0,SZ000001
4800014141081,0,0,SZ000001
4800014144082,2.00,0,SZ000001
4800014145089,16.00,0,SZ000001
4800611546760,0,0,SZ000001
4801981112005,-16.00,0,SZ000001
4801981112968,-24.00,0,SZ000001
4801981112647,-24.00,0,SZ000001
4801981120963,0,0,SZ000001
4800602012939,3.00,0,SZ000001
4800099101048,4.00,0,SZ000001
50604159,652.00,0,SZ000001
50017898,264.00,0,SZ000001
750515017429,0,0,SZ000001
750515017405,0,0,SZ000001
750515021204,0,0,SZ000001
750515021228,0,0,SZ000001
750515030152,0,0,SZ000001
750515030176,0,0,SZ000001
750515030190,0,0,SZ000001
750515030008,0,0,SZ000001
750515018402,0,0,SZ000001
750515018303,0,0,SZ000001
4800010075243,0,0,SZ000001
4800010075069,0,0,SZ000001
4800016076282,0,0,SZ000001
4800016076299,0,0,SZ000001
4800016077081,0,0,SZ000001
4800016078590,0,0,SZ000001
4800010076073,0,0,SZ000001
4800016076756,0,0,SZ000001
4800016078569,0,0,SZ000001
4800016113048,0,0,SZ000001
4801688103511,3.00,0,SZ000001
37600130783,0,0,SZ000001
4800047840029,0,0,SZ000001
4800047820212,0,0,SZ000001
4800016083877,0,0,SZ000001
4800016083921,0,0,SZ000001
4800016083907,0,0,SZ000001
4800016082634,0,0,SZ000001
4800611411471,0,0,SZ000001
4800611131515,0,0,SZ000001
4801032169040,6.00,0,SZ000001
